Class,ensembl_gene_id,ensembl_transcript_id,TPM.AM,TPM.OF,TPM.IBM,TPM.IAM,TPM.SAM6D,TPM.SAM17D,TPM.SAM38D,TPM.RootTip,TPM.Callus,TPM.Hypocotyl,TPM.Cotyledon,TPM.Leaf,TPM.Root,TPM.Nodule,UniPro_Ids,class_9FAMILY_BASED,Function.y,Function2,Notes,Paralog,Corresponding_Wm82.a4.v1,Corresponding_Wm82.a1.v1.1
,GLYMA_01G019400,KRH74435,0.014433,0.173619,0.313656,0.302269,0.061346,0.014549,0,0.184011,0.144012,0.820391,0,0.748744,0.593514,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_01G019400,KRH74433,3.945653,0,7.650699,6.009114,9.399142,0,2.491927,2.217478,0.94629,11.260883,2.098637,11.828802,22.566715,1.890763,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_01G039300,KRH74730,4.062141,0.862417,11.065203,0.376722,1.412175,4.055776,3.083131,0.976175,0,1.387266,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_01G098000,KRH75635,68.216252,51.350688,96.27502,53.553189,101.53884,108.035003,57.568952,32.628226,3.602672,172.112449,78.301786,72.181052,53.72897,22.341412,K7K2W3,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G000500,KRH69048,26.459121,33.054283,11.978024,14.316242,23.099767,22.503421,43.447162,28.392084,1.464937,104.808194,6.330986,6.870823,11.532303,0.666816,K7K5Q4,A,IAA,IAA3/4,According to FASTME tree and GA tree,NA,NA,NA
C,GLYMA_02G007300,KRH69143,0.080169,0.985836,0.545382,1.08623,0.326483,0.180057,0.724987,0.024311,0,0.488355,0,0.192088,0.172552,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_02G142400,KRH71336,44.165173,2066.318483,104.479271,271.914366,28.522683,37.653739,34.114518,145.702794,5.753257,220.80524,81.653889,15.165584,55.913126,0,K7K8B6,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G142500,KRH71337,14.68807,529.887081,28.516509,73.110411,7.356839,6.637677,7.455989,43.238091,1.051705,114.709942,0.202364,20.562404,67.38361,1.533396,I1JF48,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G142600,KRH71339,7.183183,123.498739,33.350047,59.346739,0,4.404992,1.801174,24.031058,0,28.247052,8.6071,0,0,0,I1JF50,A,IAA,IAA3/4,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_02G142600,KRH71338,4.368019,80.689917,21.442406,19.626818,2.986723,4.786668,1.771882,19.235016,0.679705,13.590338,5.923423,7.348507,2.26301,6.204933,NA,A,IAA,IAA3/4,NA,NA,NA,NA
,GLYMA_02G218100,KRH72524,17.716071,33.160657,19.529546,9.402713,41.927213,45.314711,22.468515,18.464959,2.488369,19.884609,6.034739,16.892251,63.329908,5.701698,I1JH42,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G218100,KRH72526,58.683503,91.01578,50.038109,54.923525,79.581114,54.407495,42.568039,25.887821,6.383128,51.413131,8.588162,0,0,0,I1JH40,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G218100,KRH72525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_02G218100,KRH72523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_03G158600,KRH67288,2.123764,36.369667,3.178334,8.342818,0.658302,1.374,0.983934,4.802952,0.021027,15.909252,0.098736,2.348194,2.886897,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_03G158700,KRH67289,62.978354,188.282417,50.273803,63.415971,20.163323,39.919056,73.535631,93.913232,0.583159,382.933284,11.797675,6.250057,14.892682,2.016265,I1JNZ1,A,IAA,IAA16,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_03G167400,KRH67463,0,0,1.074198,2.669419,0,1.411506,0,0,0.66242,0,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_03G167400,KRH67461,0.757969,0.199519,1.015067,0,1.618781,0,0.856246,0.331675,0,0.945974,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_03G167400,KRH67462,0,0,0.184457,0,0,0.193712,0.060647,0.101618,0,0,0,0.410893,0.246174,1.305593,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_03G224800,KRH68346,0.425031,0.594045,0.092028,0.411346,4.402409,1.925249,0.860907,2.636044,0,0.202949,0.479923,0.280731,0.900156,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_03G247400,KRH68738,123.752976,182.226043,136.882838,143.672394,75.229555,108.926253,87.081914,68.294552,65.420159,215.724837,100.483878,178.440543,98.055423,5.415049,I1JRN2,A,IAA,IAA16,According to FASTME tree and GA tree,NA,NA,NA
C,GLYMA_04G066300,KRH61758,2.08014,0.937205,0.439972,0.518759,0.837861,2.294509,1.30791,0.169127,0.02174,3.890246,1.357692,1.186399,0.879363,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_04G089900,KRH62157,16.622062,10.753816,20.62985,15.766341,22.072044,30.416949,16.406402,5.789791,10.68533,42.112058,13.451751,10.31069,14.19532,6.347293,C6TKM2,A,IAA,IAA8/9,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_05G229300,KRH60250,18.153737,8.425413,16.708736,21.08926,11.588323,12.152515,17.072339,26.133097,2.064005,32.458291,1.987685,14.611019,10.990872,3.455519,C6TKK4,A,IAA,IAA27,According to FASTME tree and GA tree,NA,NA,NA
C,GLYMA_06G067700,KRH52428,3.500793,0.890595,1.6078,0.688384,2.058109,4.460483,4.603949,3.815867,1.239941,5.55582,0.878032,2.894009,1.167827,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_06G091700,KRH52867,120.096829,73.349658,112.799969,80.928913,229.139072,393.546142,181.391747,14.116324,71.756006,118.32899,123.198735,45.78859,20.983248,22.794609,I1K9K9,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_07G015200,KRH47203,5.794669,13.891205,11.379673,8.566558,2.174033,5.364406,5.111495,1.35115,0.351099,1.457968,0,1.073099,0.70718,0.255251,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_07G018100,KRH47242,0.192267,0.082619,0.880482,0.914665,0.449753,0.522868,0.338083,0.033835,0.377607,0.669649,0,0.167713,0.28054,0.431721,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_07G034200,KRH47514,7.74491,24.557366,12.198858,23.786801,1.345713,0.847947,2.002922,5.13073,0,156.625749,2.026657,3.493091,6.730978,0,I1KH60,A,IAA,IAA5/6/19,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_08G036400,KRH41538,30.162069,20.512798,24.42182,24.707899,25.649175,24.004183,37.277883,19.138375,2.972003,35.105689,4.943124,17.614542,20.206039,9.544044,K7L4R6,A,IAA,IAA27,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_08G036400,KRH41539,3.016789,4.397535,2.641022,0,1.758345,17.24263,9.862723,9.041546,0.125494,13.410407,0,0,4.059648,0,NA,A,IAA,IAA27,NA,NA,NA,NA
,GLYMA_08G200700,KRH44272,4.176534,84.467348,15.250232,12.924698,2.367028,2.79632,3.63161,2.855877,0.311765,4.309723,1.069624,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_08G200700,KRH44271,0,0,0,0,0,0,0,0,0,0,0,1.700433,0.647404,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_08G203100,KRH44313,0,3.586262,3.022372,0.928475,0.91632,0,1.476966,0.031058,5.056799,11.502946,0.918148,1.294767,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_08G203100,KRH44314,1.596727,0,0,0,0.115286,0.775952,0,0,0.103556,0.493056,0,0,0.473032,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_08G273500,KRH45471,60.235552,42.618679,70.694115,62.597901,77.910628,90.255018,63.645599,15.15109,6.462795,166.602217,25.020319,11.03095,6.618096,1.380951,I1KX40,A,IAA,IAA8/9,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_08G273500,KRH45470,11.716396,4.552127,13.691467,11.339101,10.969824,8.904338,6.498565,3.175686,1.409971,14.56962,3.34852,10.836918,8.263957,1.292741,NA,A,IAA,IAA8/9,NA,NA,NA,NA
,GLYMA_09G193000,KRH39325,3.06226,1.368245,2.955951,2.191144,3.341623,5.057013,5.451717,0.320847,0.199075,12.752745,1.649525,1.667544,4.40209,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_09G203300,KRH39526,36.472556,37.37397,43.541833,38.158593,30.426647,41.114157,30.034268,11.50587,6.427166,117.295863,0,0,30.080385,5.43514,I1L4W0,A,IAA,IAA8/9,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_09G203300,KRH39524,12.042923,12.278296,12.009364,11.563238,15.364681,9.18637,10.486376,7.48857,5.806085,65.145077,20.222552,18.265003,15.251043,3.992258,I1L4V9,A,IAA,IAA8/9,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_09G203300,KRH39525,0.763014,0.085581,3.485083,0,0.60379,0.296637,0,0.756641,0,5.860107,0,0,0,0,NA,A,IAA,IAA8/9,NA,NA,NA,NA
,GLYMA_10G000700,KRH31615,0,2.983903,25.641433,11.798216,0,1.925931,0,0,14.883389,1.274675,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G031800,KRH32098,4.804718,79.3218,6.132264,9.396896,4.871437,4.225794,6.288672,20.917408,1.113756,40.977161,8.491082,4.079801,1.696998,0.430117,K7LH61,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G031900,KRH32100,0.36532,1.232346,0.474788,1.337848,1.057052,0.030321,0,0.722196,0,0.27208,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G031900,KRH32099,2.358678,46.045236,6.507048,10.06261,1.284102,2.334242,1.070871,7.05671,0.048182,7.214928,0,12.023263,40.088389,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G040400,KRH32251,3.81879,19.033948,3.876691,5.037925,2.506351,3.694283,2.40911,2.364736,1.091882,10.501951,0.595765,2.572001,6.148588,1.625317,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_10G138500,KRH33660,0,0.811493,0.091971,0,0,0,0,1.609456,0.028966,0.803143,0,1.365753,0,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_10G162400,KRH34089,60.897385,87.148645,60.418559,58.21389,55.456636,78.452259,42.917887,39.51602,2.247079,119.35282,28.827155,23.957562,65.117084,21.52767,C6TIB0,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G162400,KRH34090,50.429036,62.648515,49.047824,44.799041,52.919869,43.482386,62.182188,54.88613,12.401001,258.563372,14.549869,7.425099,12.077243,0,I1LBL8,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G162400,KRH34091,2.914678,8.854174,8.037035,4.222902,8.936035,4.3897,5.414616,3.939196,1.472337,8.914773,10.577382,3.680323,0.386358,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G180000,KRH34376,18.181273,80.139756,20.748054,6.457959,0,0,12.12382,61.207403,0,60.587657,15.804295,7.201656,11.502032,0,A0A0R0I2Y6,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_10G180000,KRH34375,18.045623,50.335587,15.71465,13.378778,8.441971,8.086857,15.397981,182.245202,0.033888,73.693009,3.25,22.932781,40.590251,3.438369,A0A0R0HUZ9,A,IAA,IAA3/4,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_10G180100,KRH34377,7.941917,536.895072,7.033665,6.035997,2.600212,4.426392,5.209396,214.246604,2.744771,350.297556,30.729826,20.850299,94.160633,5.269519,D2DGW4,A,IAA,IAA7/14/17?,Close to IAA7 and 14 and then 17 in FASTME. GA tree the relatioship is a little similar however there is not clear clade defined between the three IAAs,NA,NA,NA
,GLYMA_10G270500,KRH35895,0,0,0.492012,0,0,0,0.046492,0.019696,0,2.883292,0,0.640769,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_13G117100,KRH19443,1.818835,1.050108,0.575014,1.258119,1.177947,2.58513,0.490271,0,0,1.712057,0.074,1.053573,2.45126,42.994652,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_13G117100,KRH19444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G117100,KRH19441,0,0.450582,0.172291,0.775919,0.949002,0,0.509527,0.135474,0,0.988942,0,0,0.427784,10.536075,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G117100,KRH19442,0,0,0,0,0.029747,0,0,0,0,0.063509,0,0,0,0.704845,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G127000,KRH19625,5.035201,14.873361,4.659119,2.718975,5.342421,5.317868,4.462634,2.584631,0.033137,11.652196,4.354242,3.345251,14.891714,5.57443,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_13G159000,KRH20139,0.391786,0,0,0,0.669449,0.85708,0.334479,1.716145,0,6.865009,0,0.256008,0,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23385,26.497448,21.206119,45.11628,33.505966,53.623326,78.545718,27.874919,9.200026,10.063586,13.900225,8.472933,5.819669,0,1.393936,I1M5G0,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23390,3.557045,6.414065,10.867992,6.414063,9.792565,8.047609,7.36073,0.316777,0,1.190654,0.290382,0,0,1.342664,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23387,14.47227,8.108635,22.713118,13.889615,18.013834,9.055217,4.696097,4.006239,3.504068,3.855511,7.05796,23.389604,15.031657,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G354100,KRH23388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G356600,KRH23426,10.320921,16.088208,9.316204,19.731117,2.911798,4.219405,9.520104,19.025522,0.017022,14.317767,1.278545,0.516247,17.94849,2.149832,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_13G361100,KRH23504,5.685349,47.248758,7.893545,6.945217,3.220193,3.438326,6.370852,32.631423,0.052686,74.549391,4.435177,8.052957,11.06221,0.954244,I1M5N4,A,IAA,IAA5/6/19,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_13G361200,KRH23506,4.207631,27.534,24.822414,38.845795,2.963733,4.528128,5.881531,0,0.320502,27.246066,0,4.265176,0,0,I1M5N5,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_13G361200,KRH23505,12.633845,34.132333,23.010747,25.471514,1.646924,6.966314,8.250549,1.139437,0.084499,22.09702,0.344477,1.075164,0,0,NA,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_13G361200,KRH23508,1.637505,1.231066,0,0,0,0,0,0,0,0.078046,0,0,0,0.819102,NA,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_13G361200,KRH23507,0,0.408244,0.462067,0.112749,0.327443,0.33964,0.085072,0.193049,0,1.155331,0,0,0,0,NA,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_14G185400,KRH16912,19.792966,34.95531,23.235659,19.018817,28.832523,30.739975,19.492833,14.392753,1.478317,30.904466,13.204208,7.172598,30.436507,2.826061,I1MB30,A,IAA,IAA8/9,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_14G185400,KRH16913,0.645793,0.892454,0.821523,0.375514,2.923634,1.123954,0.404969,1.11179,0.046223,0.788747,0.170144,0.165569,0.714798,0.061695,NA,A,IAA,IAA8/9,NA,NA,NA,NA
,GLYMA_15G012700,KRH09809,3.393766,16.008159,4.357658,6.499,0.220837,2.115498,0.980444,3.697602,0,40.61295,0,0,0,0,I1MCK9,A,IAA,IAA15,CLOSE TO IAA15 IN BOTH GA TREE AND 9 FAMILY FASTME TREE,NA,NA,NA
,GLYMA_15G012700,KRH09812,2.804487,5.405395,0,0,0.987341,0,2.587548,2.844997,0,42.887225,0,0,0,0,I1MCL1,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_15G012700,KRH09810,0,4.995931,8.934997,0,0,0,0,2.076731,0,29.164729,0,0,0.68418,0,I1MCK6,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_15G012700,KRH09808,0,0,0,0,1.155381,0,0,0,0.141028,10.023863,0.415485,1.076585,0.251882,0,NA,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_15G012700,KRH09811,1.50891,6.827547,0,9.726545,0,0,0,0,0,16.388402,0,0,0,0,NA,A,IAA,IAA15,NA,NA,NA,NA
,GLYMA_15G012800,KRH09813,0.17366,2.547403,0.76548,1.553135,0.037059,0,0.392546,30.031869,0,56.262222,0.041856,1.908984,2.062993,0,I1MCL2,A,IAA,IAA5/6/19,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_15G017500,KRH09903,0,2.562343,0.304984,0,0,0,0,0.790853,0,31.100809,0,0,0,0,I1MCS6,A,IAA,IAA27?,ACCORDING TO GA AND MAAAAYBE FASTME,NA,NA,NA
,GLYMA_15G017500,KRH09902,10.936503,17.794125,8.804709,14.915091,5.743871,6.242069,8.07947,15.293421,3.036705,54.020106,5.110605,3.300627,7.86221,1.807851,C6TA77,A,IAA,IAA27?,ACCORDING TO GA AND MAAAAYBE FASTME,NA,NA,NA
,GLYMA_15G017500,KRH09904,7.478564,13.970931,7.193988,3.079994,0,5.148416,8.052052,0,0,0,0,4.674281,5.530055,0,NA,A,IAA,IAA27?,NA,NA,NA,NA
,GLYMA_15G017500,KRH09905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,IAA,IAA27?,NA,NA,NA,NA
,GLYMA_15G020300,KRH09948,42.470427,19.515398,47.520291,27.527192,45.437063,75.229999,30.583841,2.927103,11.723151,22.265766,30.024028,18.069376,10.070071,0,I1MCV5,B,IAA,IAA18/26/28,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_15G020300,KRH09949,0.186345,0,0,0,0.296116,0,0,0,0,0,0,5.117838,0,1.454167,NA,B,IAA,IAA18/26/28,NA,NA,NA,NA
C,GLYMA_17G042800,KRH02509,2.121747,0.776071,2.188781,1.632818,0.53354,0,0.812842,0.574601,0,1.260012,0,1.022971,0,51.612839,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_17G042800,KRH02508,0.429376,0.667912,0.529038,0.185492,0,0.155983,0.29259,0.077136,0,0.501545,0,0,0.731337,16.499594,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_17G112300,KRH03666,4.30719,12.523641,2.534956,1.728406,4.409866,8.999658,5.992442,0.696584,0,12.443656,0.725253,1.510174,0,0.464116,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_19G161000,KRG95615,4.478037,404.803343,17.846549,44.077715,3.197441,2.314,2.924909,72.73075,0.843634,177.214792,41.028328,6.919914,6.33875,0,I1N9M0,A,IAA,IAA3/4,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_19G161000,KRG95613,0.748052,29.191761,3.284473,5.633725,0.179915,0.426679,0,16.423199,0.212049,21.654782,3.904429,1.091316,3.667692,0.919006,NA,A,IAA,IAA3/4,NA,NA,NA,NA
,GLYMA_19G161000,KRG95614,0.15039,8.085547,0,0,0,0,0.613464,2.357951,0,5.082386,0,0.358633,0,0,NA,A,IAA,IAA3/4,NA,NA,NA,NA
,GLYMA_19G161100,KRG95616,6.156592,108.404702,8.523381,30.82654,0.817625,0.938549,2.175286,43.829775,0.045598,334.804651,4.519645,1.253888,31.87973,15.878389,I1N9M2,A,IAA,IAA16,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_19G168500,KRG95741,0,0,0,0,0,0,0,0.052799,0,0,0,0,1.493133,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G168500,KRG95742,0.886407,0,0.924965,0.046216,0.694346,0.273686,0.103616,0.872966,0.034862,0.147493,2.20168,0,0.59656,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G168500,KRG95744,1.58374,0.357594,3.602839,3.661131,1.768979,0,1.078042,2.387368,4.347664,0,0,2.528574,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G168500,KRG95740,0,0,0,0,0,0,0,0,0,0.54496,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G168500,KRG95739,0.126217,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G168500,KRG95743,0,0.444448,0.714357,0.149488,0,1.108618,0.894333,0.942011,0.500172,0.398087,4.025282,0,0,2.512143,NA,NA,IAA,NA,NA,NA,NA,NA
C,GLYMA_19G221900,KRG96614,0.256802,1.126256,0.962693,0,0.696444,2.613238,0,9.518649,0,0.22979,0,0,0,0,NA,C,IAA,NA,NA,NA,NA,NA
,GLYMA_19G221900,KRG96613,0.129318,0.410742,0.034647,0.275904,0.117385,0.388094,0.247891,2.616138,0,0.050803,0,0.586623,0.678503,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_19G245200,KRG96977,20.742733,52.881001,19.365343,23.741349,8.735236,10.715779,16.802397,3.413668,31.204788,52.245964,15.263275,4.62374,3.248058,0.721506,I1NC99,A,IAA,IAA16,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_20G120800,KRG90903,0,1.016827,0,0,0,0,0,0,0,2.972969,4.110186,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_20G210400,KRG92429,4.160975,265.136463,13.540402,15.528614,1.661192,0.821472,1.44442,130.804062,0.244966,633.84412,41.664671,0.972353,62.2639,0.495348,A0A0R0EE57,A,IAA,IAA7/14/17?,Close to IAA7 and 14 and then 17 in FASTME. GA tree the relatioship is a little similar however there is not clear clade defined between the three IAAs,NA,NA,NA
,GLYMA_20G210500,KRG92430,15.40226,14.501873,17.472136,11.338583,2.638714,9.980695,16.191539,37.010025,0,63.25544,5.38673,4.519255,17.885449,0.469146,I1NIA4,A,IAA,IAA3/4,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_20G225000,KRG92683,83.900583,259.425512,100.588102,113.461714,92.557209,144.677356,86.120903,53.025576,10.711991,102.248657,53.477803,21.058177,104.233361,53.539749,I1NIQ7,A,IAA,IAA16,According to FASTME tree and GA tree,NA,NA,NA
,GLYMA_02G211800,KRH72427,6.980034,4.636579,6.30084,4.172037,6.035692,6.666122,3.481629,4.636747,3.870939,8.454756,2.524239,3.862472,10.151753,2.347075,NA,AFB4/5,AFB/TIR1,AFB4/5,NA,NA,NA,NA
,GLYMA_03G208800,KRH68102,0.141022,0.028981,0.139781,0.03545,0.921585,0.648135,0.172108,0.017437,0,0,0,0,0,0,NA,NA,ARF,NA,ARF2 based on Uniprot.,NA,NA,NA
,GLYMA_07G134900,KRH49136,0,0,0,0,0,0,0,0.003195,0,0,0,0,0,0,NA,NA,IAA,NA,NA,NA,NA,NA
,GLYMA_15G142600,KRH11968,0.2974,0.808104,1.301928,0.137604,0,0.749256,0.476767,0.288683,0.55859,0.257636,0,1.787285,2.231474,0.675752,NA,NA,ARF,NA,NA,NA,NA,NA
,GLYMA_15G142600,KRH11969,4.116304,2.163117,4.957913,3.563249,5.422336,5.510621,1.942121,1.070312,3.106448,2.48794,4.226359,3.692687,0,2.10437,NA,NA,ARF,NA,NA,NA,NA,NA
,GLYMA_15G142600,KRH11970,0,0,0.054507,0,0,0.006625,0,0,0,0.003702,0,0.115189,0,0.040145,NA,NA,ARF,NA,NA,NA,NA,NA
,GLYMA_16G146400,KRH08397,4.136242,1.785618,5.014905,1.891779,2.665253,3.286036,1.715974,1.140136,0.962267,1.393485,0.168708,2.020066,0.583583,0.665206,NA,AFB2/3,AFB/TIR1,AFB2/3,NA,NA,NA,NA
